AirportFrom,AirportTo,route_flight_cnt_train,route_delay_rate_train
CLE,BNA,47,0.48936170212765956
LAS,BWI,75,0.8133333333333334
PDX,SNA,96,0.20833333333333334
BDL,DEN,27,0.7777777777777778
ORF,DFW,47,0.2978723404255319
OMA,DFW,115,0.13043478260869565
CLT,JAX,161,0.2857142857142857
BOS,RIC,51,0.39215686274509803
RSW,CAK,19,0.5263157894736842
AUS,DTW,26,0.15384615384615385
MSP,BDL,39,0.5384615384615384
IAH,GRR,46,0.5217391304347826
ORF,CVG,51,0.3137254901960784
MSP,DSM,59,0.3220338983050847
RST,DTW,12,0.0
ATL,MGM,187,0.36363636363636365
HOU,BHM,49,0.6938775510204082
SEA,MIA,25,0.4
MDW,DTW,272,0.6433823529411765
HOU,DEN,165,0.5454545454545454
SNA,OAK,157,0.8280254777070064
ORD,RIC,161,0.2360248447204969
IAH,SJC,62,0.7258064516129032
OGG,SAN,23,0.6086956521739131
CLT,MCI,70,0.4714285714285714
EWR,MSN,28,0.32142857142857145
SAV,IAH,56,0.30357142857142855
EWR,BDL,21,0.5238095238095238
DFW,GRK,145,0.3724137931034483
PIT,MSP,99,0.5656565656565656
MSP,ABR,1,0.0
GRR,CVG,42,0.30952380952380953
ATL,SGF,68,0.3235294117647059
GTF,SLC,68,0.27941176470588236
PAH,ORD,53,0.32075471698113206
JAX,IAD,74,0.35135135135135137
LIT,DAL,128,0.578125
LBB,DAL,117,0.5726495726495726
HNL,ITO,456,0.29605263157894735
AUS,BWI,58,0.8448275862068966
IAH,PHX,267,0.449438202247191
EWR,PBI,189,0.5132275132275133
PHX,OMA,102,0.5882352941176471
JAX,FLL,114,0.4298245614035088
PHF,DEN,10,0.4
JFK,JAX,70,0.4142857142857143
IAH,PHL,111,0.7027027027027027
GSP,ATL,234,0.41025641025641024
MSP,IAH,153,0.45098039215686275
DCA,TPA,162,0.2839506172839506
DCA,FLL,108,0.4166666666666667
JAX,CLE,14,0.35714285714285715
IAH,CRW,22,0.5
CLT,SAV,50,0.34
SAF,DFW,50,0.28
CLE,BUF,4,0.0
SBN,DTW,102,0.5686274509803921
DTW,ROC,91,0.2857142857142857
JFK,ALB,24,0.3333333333333333
CRW,ATL,99,0.494949494949495
BOI,SFO,100,0.49
RKS,SLC,47,0.44680851063829785
DAL,LBB,123,0.7886178861788617
ROC,ORD,190,0.41578947368421054
LAX,LIH,91,0.4175824175824176
SEA,JFK,97,0.3711340206185567
AUS,DEN,142,0.4507042253521127
MKE,PHX,125,0.44
ORD,SAN,218,0.518348623853211
MDW,MCI,214,0.7523364485981309
DSM,DEN,69,0.36231884057971014
JAC,ORD,23,0.5652173913043478
DFW,SMF,97,0.4536082474226804
PBI,ORD,53,0.1320754716981132
IAD,MIA,48,0.5416666666666666
ATL,OKC,136,0.4411764705882353
IAH,MAF,138,0.41304347826086957
LAX,TPA,17,0.5882352941176471
MSP,MQT,12,0.0
ATW,DTW,114,0.22807017543859648
HLN,DEN,49,0.3877551020408163
LGA,MSN,22,0.45454545454545453
BHM,SDF,34,0.8235294117647058
OGG,SEA,74,0.40540540540540543
PHX,MDW,173,0.7861271676300579
MSP,SEA,194,0.6082474226804123
LAX,MDW,145,0.6896551724137931
ALB,BWI,116,0.603448275862069
CLE,STL,41,0.4146341463414634
PBI,PHL,118,0.3474576271186441
STL,RDU,68,0.5588235294117647
LGA,ATL,752,0.38563829787234044
BWI,RSW,88,0.5681818181818182
SJU,BOS,74,0.5540540540540541
RDU,BOS,190,0.30526315789473685
ATL,LIT,171,0.4093567251461988
CVG,DEN,57,0.43859649122807015
MSP,MEM,108,0.4537037037037037
DFW,ROW,69,0.4782608695652174
GTR,MEM,28,0.07142857142857142
MDT,ATL,96,0.4791666666666667
PSP,LAX,141,0.375886524822695
PDX,MFR,70,0.2857142857142857
DCA,LEX,20,0.3
LAS,AMA,25,0.84
BWI,RDU,137,0.7226277372262774
SJC,JFK,27,0.5185185185185185
MSY,BHM,47,0.40425531914893614
ATL,RIC,270,0.3962962962962963
ORF,MDW,54,0.5185185185185185
BWI,CLE,99,0.7070707070707071
MKE,BOS,125,0.48
BIL,DEN,102,0.28431372549019607
SJC,BOS,20,0.35
MSY,LAS,44,0.5454545454545454
ATL,DAY,232,0.33620689655172414
IAH,CMH,65,0.4307692307692308
RSW,CVG,63,0.14285714285714285
PHL,LGA,28,0.14285714285714285
MSP,MCI,63,0.30158730158730157
BZN,ATL,11,0.45454545454545453
EWR,MCI,107,0.4672897196261682
CLT,LIT,27,0.37037037037037035
DSM,PHX,51,0.0392156862745098
SAV,DFW,51,0.3333333333333333
DTW,RST,28,0.35714285714285715
FWA,ATL,47,0.40425531914893614
SGF,ORD,102,0.28431372549019607
ABE,ORD,107,0.3177570093457944
CAE,DTW,24,0.5416666666666666
CVG,BWI,35,0.4
PIA,ORD,80,0.4375
BUF,IAD,44,0.45454545454545453
BUR,SFO,139,0.5467625899280576
MOT,DEN,52,0.40384615384615385
DAL,MCI,226,0.831858407079646
SAN,HNL,25,0.12
SEA,FAI,48,0.4166666666666667
LAX,BNA,73,0.6712328767123288
FLL,LAS,24,0.625
ATL,IND,279,0.4444444444444444
CLT,SFO,104,0.5865384615384616
ATL,JAC,7,0.5714285714285714
CLT,SAT,69,0.3333333333333333
ABE,DTW,70,0.45714285714285713
DTW,CVG,124,0.4274193548387097
VPS,MEM,73,0.2191780821917808
SLC,MFR,49,0.40816326530612246
CVG,CLE,47,0.2553191489361702
DTW,OKC,30,0.8333333333333334
MDT,CVG,48,0.20833333333333334
DEN,SLC,507,0.6015779092702169
STL,LIT,44,0.8181818181818182
TPA,BUF,48,0.4166666666666667
DEN,PHF,9,0.6666666666666666
HPN,PBI,138,0.4057971014492754
ANC,HNL,22,0.09090909090909091
DAY,TPA,20,0.2
CAK,TPA,24,0.125
SAT,DTW,40,0.3
AMA,IAH,90,0.32222222222222224
BTV,CLE,39,0.6666666666666666
PHX,LGB,107,0.17757009345794392
MLI,ORD,81,0.43209876543209874
ATL,BTR,181,0.4143646408839779
MEM,PHL,43,0.23255813953488372
SFO,SBA,190,0.6263157894736842
JFK,TPA,173,0.3699421965317919
RDU,IAH,125,0.416
OAK,AUS,25,0.88
BUF,MCO,103,0.5339805825242718
LGB,SMF,52,0.5
JFK,HOU,43,0.3488372093023256
HRL,AUS,25,0.52
STT,CLT,32,0.125
MHT,ATL,19,0.3157894736842105
UTM,ATL,16,0.3125
BUF,PHL,41,0.24390243902439024
SYR,EWR,9,0.6666666666666666
LIT,IAH,140,0.3142857142857143
DFW,BMI,26,0.46153846153846156
LAN,DTW,97,0.25773195876288657
BNA,DCA,116,0.11206896551724138
MFR,SLC,47,0.19148936170212766
DHN,ATL,91,0.25274725274725274
DCA,LAX,25,0.44
FLL,TPA,165,0.5818181818181818
SJU,ATL,145,0.21379310344827587
STL,MSY,24,0.7083333333333334
FLL,ORD,78,0.2948717948717949
ALB,ATL,70,0.35714285714285715
ATL,CHS,241,0.4107883817427386
LGA,MSP,225,0.36444444444444446
BDL,PBI,22,0.5
MSP,MSN,66,0.4696969696969697
MIA,MSP,67,0.3880597014925373
BNA,SLC,28,0.4642857142857143
DFW,GRR,50,0.38
PIT,CVG,57,0.43859649122807015
CRW,LGA,23,0.13043478260869565
LEX,MSP,52,0.4423076923076923
GUC,DEN,41,0.2682926829268293
EAU,CWA,23,0.17391304347826086
PHX,SFO,336,0.5773809523809523
ATL,DFW,668,0.3532934131736527
SJC,DEN,173,0.5086705202312138
IAH,RDU,140,0.4714285714285714
BNA,AUS,49,0.6122448979591837
RDU,IAD,94,0.30851063829787234
EWR,SAT,45,0.4222222222222222
MSY,PHX,26,0.7692307692307693
PIE,MKE,19,0.3684210526315789
MCO,SWF,27,0.4444444444444444
LAS,BUF,23,1.0
MIA,LGA,264,0.5151515151515151
MHT,CLT,26,0.19230769230769232
MAF,IAH,134,0.3283582089552239
MCO,CVG,70,0.22857142857142856
MGM,DFW,75,0.25333333333333335
ORD,FSD,174,0.45977011494252873
ORD,OKC,180,0.45
LSE,DTW,9,0.3333333333333333
SLC,AUS,55,0.6727272727272727
HNL,SFO,167,0.30538922155688625
LAX,BWI,46,0.5652173913043478
TPA,MSY,73,0.684931506849315
MCO,LAS,51,0.47058823529411764
BOI,PHX,44,0.4318181818181818
LAS,GEG,56,0.8571428571428571
JAC,DEN,77,0.2727272727272727
MSY,MIA,72,0.3194444444444444
TUL,PHX,51,0.7058823529411765
MCO,TYS,15,0.2
LGA,BOS,644,0.1956521739130435
IAH,MTJ,14,0.5
IAH,MKE,110,0.32727272727272727
IAH,PNS,103,0.34951456310679613
CVG,MSP,96,0.4375
JAX,CVG,44,0.18181818181818182
ELP,DEN,74,0.33783783783783783
LGA,OMA,22,0.18181818181818182
LAX,TUL,15,0.4
FLL,BNA,51,0.803921568627451
DTW,LGA,310,0.46774193548387094
ANC,SEA,360,0.3527777777777778
ORD,LAX,439,0.5740318906605922
MSP,PHX,299,0.5150501672240803
LIH,HNL,546,0.29304029304029305
BWI,JAX,141,0.6453900709219859
MSP,ORD,389,0.455012853470437
SAN,PDX,74,0.33783783783783783
PHX,PHL,167,0.41317365269461076
LGB,IAD,37,0.5675675675675675
BOS,MKE,109,0.3486238532110092
CLE,MIA,76,0.3157894736842105
OKC,EWR,26,0.07692307692307693
IAH,CHS,61,0.5901639344262295
DFW,MGM,71,0.36619718309859156
PIA,DFW,51,0.39215686274509803
AZO,DTW,97,0.28865979381443296
LGA,TYS,21,0.42857142857142855
MSN,ORD,148,0.3581081081081081
SLC,TUS,74,0.43243243243243246
ORD,GSO,45,0.6666666666666666
CVG,HTS,50,0.16
DEN,MOT,50,0.34
ASE,ORD,52,0.5192307692307693
DEN,CID,45,0.4
ORD,ROC,199,0.4824120603015075
SMF,ORD,56,0.44642857142857145
LAS,MHT,27,0.7777777777777778
PHX,SMF,246,0.5650406504065041
OAK,LAS,187,0.8128342245989305
BWI,SAT,58,0.7931034482758621
GEG,OAK,48,0.3958333333333333
PHX,EWR,151,0.3509933774834437
BWI,HSV,52,0.25
BHM,MDW,47,0.6808510638297872
ANC,MSP,29,0.20689655172413793
GRR,ATL,39,0.5128205128205128
GRR,IAH,49,0.2857142857142857
DAY,CLE,43,0.13953488372093023
CID,MSP,73,0.410958904109589
AVP,DTW,73,0.4657534246575342
JFK,LWB,26,0.4230769230769231
LGA,IAD,105,0.37142857142857144
COD,SLC,50,0.38
ANC,BET,68,0.25
LAX,SEA,332,0.39156626506024095
AUS,LBB,46,0.6304347826086957
BUR,OAK,300,0.59
ABQ,DFW,188,0.10638297872340426
DAY,BWI,72,0.2916666666666667
LAX,ANC,3,0.6666666666666666
CLT,IAH,310,0.3774193548387097
DFW,PIT,72,0.4583333333333333
DFW,JAC,8,0.75
MKE,CLE,80,0.4
EWR,OMA,65,0.4307692307692308
FWA,DFW,54,0.3148148148148148
DFW,GGG,24,0.125
OMA,DTW,86,0.46511627906976744
LWB,JFK,25,0.28
SLC,OKC,74,0.5540540540540541
SFO,BFL,74,0.581081081081081
EWR,HNL,25,0.8
SLC,LAS,299,0.6889632107023411
SMF,SAN,235,0.7829787234042553
FLL,IAH,118,0.3728813559322034
ISP,MDW,73,0.4931506849315068
RNO,DEN,119,0.3949579831932773
SAV,ATL,265,0.4490566037735849
CMH,ATL,231,0.27705627705627706
DCA,PHX,72,0.3888888888888889
ORF,JAX,46,0.6086956521739131
SLC,SFO,233,0.6523605150214592
HSV,DFW,72,0.1527777777777778
IAD,PHX,24,0.625
MTJ,EWR,2,0.0
MHK,ORD,24,0.3333333333333333
SFO,MFR,139,0.6402877697841727
LMT,SFO,49,0.4897959183673469
MCI,MDW,238,0.7521008403361344
SEA,MCO,53,0.20754716981132076
JNU,YAK,23,0.34782608695652173
JNU,PSG,21,0.38095238095238093
STL,CMH,43,0.7674418604651163
CLT,MSP,107,0.37383177570093457
STL,DFW,208,0.3125
FLL,CLT,200,0.23
AUS,MCO,50,0.5
PHL,SYR,20,0.1
CHS,EWR,77,0.4675324675324675
EWR,MKE,69,0.37681159420289856
JAX,MIA,55,0.43636363636363634
SBN,ATL,47,0.6595744680851063
DTW,SAV,33,0.3333333333333333
ORD,LSE,27,0.2962962962962963
ATL,VLD,77,0.36363636363636365
HPN,ORD,57,0.40350877192982454
AVP,JFK,1,1.0
PIA,MSP,1,0.0
STX,ATL,3,1.0
BFL,SBP,1,1.0
BKG,MCO,3,0.0
EWR,HDN,1,1.0
ORD,STT,2,0.5
OGG,ORD,2,0.5
PWM,EWR,1,0.0
ROC,RSW,3,0.0
KOA,ORD,1,0.0
